"date","mode","instances","iteration","wall_ms","peak_working_set_mb_total","peak_working_set_mb_avg","peak_working_set_mb_total_tree","peak_working_set_mb_avg_tree","url"
"2026-02-12","agent-browser","5","1","10515","312.33","62.47","0","0","https://httpbin.org/forms/post"
